200 6.0031857715e-12
205 5.58115222277e-12
210 5.19523075254e-12
215 4.84615277361e-12
220 4.53055759956e-12
225 4.24021090944e-12
230 3.97703362642e-12
235 3.73693322844e-12
240 3.51526374953e-12
245 3.31377977501e-12
250 3.12465117651e-12
255 2.95272699385e-12
260 2.79398347287e-12
265 2.64752203871e-12
270 2.509123714e-12
275 2.38243377169e-12
280 2.26444909893e-12
285 2.15340051127e-12
290 2.05143058111e-12
295 1.95589461919e-12
300 1.8648785716e-12
305 1.78086136286e-12
310 1.70227021231e-12
315 1.6277606961e-12
320 1.55838380636e-12
325 1.49264195672e-12
330 1.43024292001e-12
335 1.37222625148e-12
340 1.31785644731e-12
345 1.26553023428e-12
350 1.21642046045e-12
355 1.170510753e-12
360 1.12590665254e-12
365 1.0838601084e-12
370 1.04444964576e-12
375 1.00679362486e-12
380 9.71383505638e-13
385 9.37686172567e-13
390 9.01801415712e-13
395 8.73907352286e-13
400 8.45043014585e-13
405 8.16253541737e-13
410 7.90319284176e-13
415 7.64655323991e-13
420 7.40246008849e-13
425 7.1702317345e-13
430 6.94844864511e-13
435 6.72635447321e-13
440 6.53082788432e-13
445 6.33500845397e-13
