1.505312593149974898e+00 5.204007145015216551e+00 1.425355095622967139e-01 1.062089403532467773e-02
1.507041049961859391e+00 5.203052840952213209e+00 1.360268056787589386e-01 1.122025538240118032e-02
1.508769089892962878e+00 5.201505781811993856e+00 1.303032276331466954e-01 1.179927027588939872e-02
1.510496521170628270e+00 5.199392854939503650e+00 1.252353270451874723e-01 1.235885775391565300e-02
1.512223159649291659e+00 5.196735631784259901e+00 1.207217343720294184e-01 1.289975280395313714e-02
1.513948827641347306e+00 5.193551728850878568e+00 1.166815763699652897e-01 1.342255414018865556e-02
1.515673352629613557e+00 5.189855790579544603e+00 1.130491082311001760e-01 1.392775854980190728e-02
1.517396566624248155e+00 5.185660034120460615e+00 1.097707608008706426e-01 1.441577991822354764e-02
1.519118305318708728e+00 5.180974826816885148e+00 1.068021416573695231e-01 1.488696919536300692e-02
1.520838407727469033e+00 5.175808930577861844e+00 1.041067841010102080e-01 1.534162281343491065e-02
1.522556715449290055e+00 5.170169990628338041e+00 1.016536620527174750e-01 1.577999949862258014e-02
1.524273072464584544e+00 5.164064656666375264e+00 9.941658207360841437e-02 1.620232442270977402e-02
1.525987324847569049e+00 5.157498761788226638e+00 9.737329905135314045e-02 1.660879531522353389e-02
1.527699320503397962e+00 5.150477478901021477e+00 9.550475163212299168e-02 1.699958779113221879e-02
1.529408908934282829e+00 5.143005447128153662e+00 9.379445729560824396e-02 1.737485963103879011e-02
1.531115941075664511e+00 5.135086864795221473e+00 9.222806694195133381e-02 1.773475392929330097e-02
1.532820269328649676e+00 5.126725470170309329e+00 9.079345929967939932e-02 1.807939843729319124e-02
1.534521747142814529e+00 5.117924760579096066e+00 8.947972091536887662e-02 1.840891292112424929e-02
1.536220229162453377e+00 5.108687915845985472e+00 8.827750217545562994e-02 1.872340659059388429e-02
1.537915570974853319e+00 5.099017930338590077e+00 8.717840479585482749e-02 1.902298252044628407e-02
1.539607629205272055e+00 5.088917562952160800e+00 8.617521638097984382e-02 1.930773596988741986e-02
1.541296261301943638e+00 5.078389448434771580e+00 8.526141037455516047e-02 1.957775807103230917e-02
1.542981325627645672e+00 5.067436049338269299e+00 8.443136291607994393e-02 1.983313423311576507e-02
1.544662681286073536e+00 5.056059742706215054e+00 8.367997282083577959e-02 2.007394698610227846e-02
1.546340188191121401e+00 5.044262787499990353e+00 8.300280610174398666e-02 2.030027490552090141e-02
1.548013706941025580e+00 5.032047391439378181e+00 8.239580985549523062e-02 2.051219478072905528e-02
1.549683098956902594e+00 5.019415636437440931e+00 8.185563001981417675e-02 2.070977920113784357e-02
1.551348226296662691e+00 5.006369578674099152e+00 8.137920069541859647e-02 2.089309974720511207e-02
1.553008951629779366e+00 4.992911262166501274e+00 8.096368863998359977e-02 2.106222742257992178e-02
1.554665138380941558e+00 4.979042642432872867e+00 8.060680425037307362e-02 2.121723022612325565e-02
1.556316650568160931e+00 4.964765689930294101e+00 8.030639890073418274e-02 2.135817636686714038e-02
1.557963352869926377e+00 4.950082343164523557e+00 8.006064391224171350e-02 2.148513282089426976e-02
1.559605110631829605e+00 4.934994508553054438e+00 7.986803698369350502e-02 2.159816530680800858e-02
1.561241789803647029e+00 4.919504122859792439e+00 7.972718823930191601e-02 2.169734012353665559e-02
1.562873256991543114e+00 4.903613096035591923e+00 7.963701114325003050e-02 2.178272248486589138e-02
1.564499379440990268e+00 4.887323345475431680e+00 7.959662193213491721e-02 2.185437746778391699e-02
1.566120025028495011e+00 4.870636817819178788e+00 7.960527814791718004e-02 2.191237060688702373e-02
1.567735062274420166e+00 4.853555450467847976e+00 7.966248503653729218e-02 2.195676685274161252e-02
1.569344360377879832e+00 4.836081230266965569e+00 7.976787316048973564e-02 2.198763201916140858e-02
1.570947789186830201e+00 4.818216159450416924e+00 7.992126235517864330e-02 2.200503196832562236e-02
1.572545219185046195e+00 4.799962240743001374e+00 8.012268974813581413e-02 2.200903225416918699e-02
1.574136521507686570e+00 4.781321493059333960e+00 8.037238248208648794e-02 2.199969849045959810e-02
1.575721568074873735e+00 4.762296038370962492e+00 8.067066476966802679e-02 2.197709818855229924e-02
1.577300231486180593e+00 4.742888033091455569e+00 8.101803130938456388e-02 2.194129930577782064e-02
1.578872384979959742e+00 4.723099641626886225e+00 8.141517558581565228e-02 2.189236968587748855e-02
1.580437902479724599e+00 4.702933063648137235e+00 8.186296496130610056e-02 2.183037762134787396e-02
1.581996658851245519e+00 4.682390618639173496e+00 8.236247237242010077e-02 2.175539322390197469e-02
1.583548529693376672e+00 4.661474677108650155e+00 8.291495054173833590e-02 2.166748730946337770e-02
1.585093391267056617e+00 4.640187637241120377e+00 8.352182322458412411e-02 2.156673101970053852e-02
1.586631120579407472e+00 4.618531951723554130e+00 8.418469964107390402e-02 2.145319624250279986e-02
1.588161595764343792e+00 4.596510231154952386e+00 8.490552792316670427e-02 2.132695691173572966e-02
1.589684695764094435e+00 4.574125157517473284e+00 8.568646671654185643e-02 2.118808791965980098e-02
1.591200300234527631e+00 4.551379458453714832e+00 8.652984701127043599e-02 2.103666479362154007e-02
1.592708289667123189e+00 4.528275940250411580e+00 8.743822538210749284e-02 2.087276409680297734e-02
1.594208545928256227e+00 4.504817630607934831e+00 8.841469943436608414e-02 2.069646488941597265e-02
1.595700951795731237e+00 4.481007655942904400e+00 8.946263670690635106e-02 2.050784747293870128e-02
1.597185390838963270e+00 4.456849209667161027e+00 9.058560458525197201e-02 2.030699306546234970e-02
1.598661747590499171e+00 4.432345598116803842e+00 9.178747566897456356e-02 2.009398425966850421e-02
1.600129908325254258e+00 4.407500458426759415e+00 9.307299565639177985e-02 1.986890698375248440e-02
1.601589760373541393e+00 4.382317566453713731e+00 9.444728270041564955e-02 1.963184877268369516e-02
1.603041191968014756e+00 4.356800793981710385e+00 9.591571586599187405e-02 1.938289838304572618e-02
1.604484092478637214e+00 4.330954175631875458e+00 9.748411229622998275e-02 1.912214638676787773e-02
1.605918353384585329e+00 4.304782207281674822e+00 9.915956589203445137e-02 1.884968767067430814e-02
1.607343867582128549e+00 4.278289633552333271e+00 1.009498500652082770e-01 1.856561965648615559e-02
1.608760529166976205e+00 4.251481381341951860e+00 1.028632311650176379e-01 1.827004174338421952e-02
1.610168234344348193e+00 4.224362876069710282e+00 1.049093801542698989e-01 1.796305788445984319e-02
1.611566881191480949e+00 4.196939956428996865e+00 1.070991253629361567e-01 1.764477589693168660e-02
1.612956369193316641e+00 4.169218707726117579e+00 1.094439691108154422e-01 1.731530611358971308e-02
1.614336600241939701e+00 4.141205837598543660e+00 1.119571913025122073e-01 1.697476437609117539e-02
1.615707479101161859e+00 4.112908853158765865e+00 1.146543716952032194e-01 1.662327343967619567e-02
1.617068912427078509e+00 4.084335693026115877e+00 1.175523043437289167e-01 1.626096005504113276e-02
1.618420810301295809e+00 4.055495373189184960e+00 1.206708941229697463e-01 1.588796008753135675e-02
1.619763085386975332e+00 4.026397620109365860e+00 1.240320806540771287e-01 1.550441560946877809e-02
1.621095653590399310e+00 3.997053180551058293e+00 1.276607591123697372e-01 1.511047731525967316e-02
1.622418435421688176e+00 3.967474450182493673e+00 1.315866440406024684e-01 1.470630943586902044e-02
1.623731355052840497e+00 3.937675061187371206e+00 1.358430355353233698e-01 1.429208652895725719e-02
1.625034342104813900e+00 3.907670781855902664e+00 1.404694635358542665e-01 1.386800052794170783e-02
1.626327330781695224e+00 3.877479088959940423e+00 1.455104406213075796e-01 1.343425736633247283e-02
1.627610262589441303e+00 3.847120652902858762e+00 1.510198452789028589e-01 1.299108852742906876e-02
1.628883085865888258e+00 3.816619130555090944e+00 1.570602824474037484e-01 1.253874946551942343e-02
1.630145757651746852e+00 3.786002281354352572e+00 1.637063368493064108e-01 1.207752832245809552e-02
1.631398245003421454e+00 3.755302867735225814e+00 1.710472029332382460e-01 1.160775290884023814e-02
1.632640526334948383e+00 3.724559513256955778e+00 1.791891801069840640e-01 1.112979739688614231e-02
1.633872594714255388e+00 3.693819023499496534e+00 1.882623623791934431e-01 1.064410046195140951e-02
1.635094460559685992e+00 3.663138393682797034e+00 1.984263536429619612e-01 1.015118108346841665e-02
1.636306154644036281e+00 3.632587203406516974e+00 2.098770195259542504e-01 9.651657484090522127e-03
1.637507733872710203e+00 3.602252189238073665e+00 2.228594099097170045e-01 9.146283272366063574e-03
1.638699287281887518e+00 3.572242380127297334e+00 2.376819648061326284e-01 8.635988593288070406e-03
1.639880945483749519e+00 3.542697478561349200e+00 2.547394129189867740e-01 8.121947862071798516e-03
1.641052891445397233e+00 3.513798074447945563e+00 2.745400293237264533e-01 7.605663798921587226e-03
1.642215376863383813e+00 3.485781578211931464e+00 2.977473330982288169e-01 7.089100631282644303e-03
1.643368745723043034e+00 3.458966413146688179e+00 3.252410364988342351e-01 6.574892269717972498e-03
1.644513465034243227e+00 3.433785028833335140e+00 3.581959546882906298e-01 6.066638558094027654e-03
1.645650170621957731e+00 3.410834248384754908e+00 3.981945996188893111e-01 5.569380798704785980e-03
1.646779735399342304e+00 3.390951600052576342e+00 4.473778903093765802e-01 5.090388881858398315e-03
1.647903362870877242e+00 3.375316797193945728e+00 5.086012450210090075e-01 4.640368339372642585e-03
1.649022723579697480e+00 3.365583480642157177e+00 5.855291791250675226e-01 4.235466374900035726e-03
1.650140132402550419e+00 3.363991277632380150e+00 6.823993463704236540e-01 3.900417291046840915e-03
1.651258742703746174e+00 3.373304512316639414e+00 8.028663442052688115e-01 3.673242920439487389e-03
1.652382644911964515e+00 3.396245190175281703e+00 9.471581370010442313e-01 3.611601771378965351e-03
