75.0 -317.458351456
80.0 -281.132044466
85.0 -251.531778197
90.0 -227.274219927
95.0 -206.165806396
100.0 -188.317140741
105.0 -173.071617159
110.0 -159.551185788
115.0 -148.152443026
120.0 -137.605788754
125.0 -128.359645688
130.0 -119.88662668
135.0 -112.321709722
140.0 -105.691369204
145.0 -99.3245841509
150.0 -93.7202865336
155.0 -88.5398057219
160.0 -83.9109770625
165.0 -79.3307084429
170.0 -75.2426661787
175.0 -71.4572095524
180.0 -67.9004873184
185.0 -64.7818753595
190.0 -61.5830871545
195.0 -58.6553327995
200.0 -55.9871189936
205.0 -53.4373674621
210.0 -51.0241240054
215.0 -48.7661455722
220.0 -46.5828219016
225.0 -44.5923590375
230.0 -42.5241417428
235.0 -40.8143424888
240.0 -39.184423182
245.0 -37.5023694808
250.0 -35.7474020751
255.0 -34.4021088966
260.0 -32.9477728156
265.0 -31.4721647773
270.0 -30.4035453646
275.0 -29.122509316
280.0 -27.8440099461
285.0 -26.7300555758
290.0 -25.5662845552
295.0 -24.476338129
300.0 -23.5812828748
305.0 -22.5662628607
310.0 -21.5719202997
315.0 -20.5854800123
320.0 -19.8991004571
