100 4.88544434177
110 3.11813202449
120 2.12435436794
130 1.52382956724
140 1.14221176134
150 0.884003736115
160 0.701398334695
170 0.57025261797
180 0.47260165974
190 0.397796855597
200 0.339261541954
210 0.293045841635
220 0.256296600909
230 0.225135444076
240 0.200122413095
250 0.178821317096
260 0.161161246668
270 0.146116588948
280 0.133009063052
290 0.121609038348
300 0.111844406214
310 0.103197066578
320 0.0956047134008
330 0.0887167359702
340 0.082690294819
350 0.0772251826229
360 0.0723949565316
370 0.0681032869131
380 0.064104998193
390 0.0604508462671
400 0.0571357816483
