100 -484.143187169
110 -378.553582529
120 -306.637893759
130 -255.161300963
140 -216.571973015
150 -186.668190265
160 -162.92062581
170 -143.46476139
180 -127.372840363
190 -113.860736358
200 -102.326870509
210 -92.3405098167
220 -83.684114986
230 -75.9597231258
240 -69.1946850053
250 -63.1501787828
260 -57.7857865278
270 -52.8294686297
280 -48.4683137994
290 -44.4387192067
300 -40.7773397987
310 -37.3853548172
320 -34.2938056449
330 -31.4497298231
340 -28.7981358323
350 -26.3158686661
360 -24.0003798896
370 -21.9052378647
380 -19.9170250846
390 -18.0147902775
400 -16.299373006
410 -14.6407054849
420 -13.0809823155
430 -11.6129652631
440 -10.2459849875
450 -8.9339179415
460 -7.71920661436
470 -6.51698342443
480 -5.41214553504
490 -4.36139102452
500 -3.37119438965
510 -2.39642640379
520 -1.50876838451
530 -0.608312934607
540 0.220012988905
550 1.02574133641
560 1.75422820719
570 2.5033567541
580 3.1874303669
590 3.87588488652
600 4.51890321969
610 5.10308541505
620 5.71935990684
630 6.28860922308
640 6.8514177355
650 7.35799304007
660 7.88037367696
670 8.36746884749
680 8.83442910789
690 9.28083909327
700 9.72898618705
710 10.1706135816
720 10.5567156618
730 10.9537287687
740 11.3264557332
750 11.6965439747
760 12.0714292135
770 12.3926223179
780 12.7391859067
790 13.0575025544
800 13.3798394045
