100 -407.701881908
110 -333.908164434
120 -280.297731712
130 -239.756331107
140 -207.941986321
150 -182.419049683
160 -161.615392109
170 -144.190072681
180 -129.475244987
190 -116.911865015
200 -105.977685976
210 -96.5117400536
220 -88.1009244289
230 -80.6995305213
240 -74.0080279042
250 -68.1023462141
260 -62.687902033
270 -57.7895959572
280 -53.3437646762
290 -49.3054277697
300 -45.5404958477
310 -42.115296626
320 -38.9354888333
330 -35.9995773728
340 -33.3004728025
350 -30.7570450187
360 -28.3713957479
370 -26.1355911381
380 -24.0705403889
390 -22.0932140293
400 -20.2620797426
410 -18.5318261696
420 -16.9087715312
430 -15.3601198463
440 -13.8810413411
450 -12.5182512818
460 -11.2146145033
470 -9.9497151491
480 -8.7752227044
490 -7.64492735188
500 -6.57734646742
510 -5.56334603559
520 -4.57672961959
530 -3.63722197752
540 -2.72822724113
550 -1.89123518493
560 -1.05499724666
570 -0.285856208842
580 0.467425059388
590 1.20849973881
600 1.9018707548
610 2.58033338003
620 3.21531730744
630 3.84380095565
640 4.43394594192
650 5.00917533726
660 5.57012154527
670 6.10763818259
680 6.61848776722
690 7.12790599605
700 7.60217666383
710 8.07236372075
720 8.52218683578
730 8.95849133006
740 9.38337548655
750 9.77324805083
760 10.1927760397
770 10.5635065969
780 10.9425598269
790 11.3073832273
800 11.6525344146
