100 -382.830610756
110 -314.726831169
120 -264.759298968
130 -226.780665369
140 -196.862925452
150 -172.910310535
160 -153.105287329
170 -136.697865619
180 -122.751920285
190 -110.742094373
200 -100.380708442
210 -91.3659978685
220 -83.3382494375
230 -76.2556623997
240 -69.9376603485
250 -64.2491245808
260 -59.0830824061
270 -54.4078202972
280 -50.149652152
290 -46.2426959115
300 -42.6808191073
310 -39.3947543168
320 -36.3758572684
330 -33.5313095669
340 -30.8972359722
350 -28.4603959528
360 -26.1897581433
370 -24.0680079512
380 -22.0798055771
390 -20.1942644965
400 -18.4393202118
410 -16.7705828764
420 -15.2322814666
430 -13.7391358221
440 -12.3314725477
450 -11.0078550059
460 -9.74432650065
470 -8.56701640145
480 -7.42633203634
490 -6.3385647208
500 -5.33254991601
510 -4.32098011948
520 -3.37779501013
530 -2.5023498991
540 -1.65461478814
550 -0.834391842948
560 -0.0417133337656
570 0.69138334782
580 1.42146127108
590 2.13100707262
600 2.7814952226
610 3.43369502307
620 4.0514059867
630 4.63303604444
640 5.22722967964
650 5.77407270927
660 6.28495079273
670 6.79668168683
680 7.3119691493
690 7.76413423967
700 8.24420828986
710 8.66648552404
720 9.11853975785
730 9.53034988014
740 9.91630334127
750 10.3370626929
760 10.6957801127
770 11.0451140412
780 11.4036733394
790 11.7671197212
800 12.0718284461
