213.0 0.144471033094
223.0 0.129024045869
242.0 0.106019399593
248.2 0.0999354789335
262.0 0.0882504443962
273.2 0.0802889139341
276.0 0.0784898449767
288.2 0.0713333456581
290.0 0.0703956131536
295.0 0.0678251861182
296.0 0.067368380557
296.15 0.0672097000161
300.0 0.0654038335798
303.15 0.0639645945666
303.2 0.0639255541025
310.0 0.0609214484854
313.2 0.0596502850515
320.0 0.0569606705646
322.85 0.0559437989426
323.1 0.0558843893796
330.0 0.0534810736642
333.15 0.0524153479742
363.15 0.0439595552312
365.0 0.0435104978252
400.0 0.0363230840394
425.0 0.0322989479259
450.0 0.0290204509823
475.0 0.026235624373
